,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,In-State_Tuition,Out-Of-State_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary,PRGMOFR,MD_FAMINC,Median_Household_Income,Percent_Undergrads_Received_Federal_Loans,Instructional_Expenditures_Per_Full_Time_Student,Net_Tuition_Revenue_Per_Full_Time_Student,RET_FT4_POOLED
379,Otis College of Art and Design,Los Angeles,CA,3,11.0,0.7982,720.0,640.0,1191.0,50950.0,50950.0,0.6859,0.7813,0.5916,1,840.0,15744.0,3268.0,15744.0,3268.0,52400,9.0,47303.0,61373.0,0.15,8226.0,,37380,73811.67,0.4738,17567.0,25693.0,0.6968
381,Hope International University,Fullerton,CA,3,21.0,0.3997,530.0,650.0,619.0,35450.0,35450.0,0.4196,0.6556,0.2411,1,1125.0,12500.0,2979.0,17253.0,4761.0,40700,13.0,39765.0,49296.0,0.13,5666.0,,40565,71774.01,0.7915,4783.0,9914.0,0.7638
383,Palo Alto University,Palo Alto,CA,3,41.0,,651.0,645.0,64.0,,,,,,1,,14498.5,3342.06,15000.97,4615.17,PrivacySuppressed,12.0,52807.0,91249.0,0.2,13014.0,,18766.5,PrivacySuppressed,0.5132,17191.0,27049.0,
384,Pacific Oaks College,Pasadena,CA,3,12.0,0.1304,651.0,645.0,479.0,11692.0,11692.0,,,,1,2028.0,14498.5,3342.06,18536.0,8568.0,43100,5.0,50971.0,,0.07,6109.0,,24828.5,60596.02,0.7903,6746.0,23473.0,
386,Pacific States University,Los Angeles,CA,3,11.0,,651.0,645.0,2.0,7380.0,7380.0,0.75,1.0,0.0,1,1687.0,14865.12,3519.62,17200.0,2700.0,PrivacySuppressed,3.0,,,,,,PrivacySuppressed,PrivacySuppressed,0.0,3719.0,8789.0,1.0
387,Pacific Union College,Angwin,CA,3,41.0,0.5773,651.0,645.0,799.0,32103.0,32103.0,0.396,0.6095,0.2456,1,1125.0,8916.0,2979.0,17257.0,4761.0,61700,12.0,64777.0,69856.0,0.17,6281.0,,55384,69255.78,0.6429,16158.0,16952.0,0.6574
388,University of the Pacific,Stockton,CA,3,11.0,0.793,680.0,700.0,3269.0,52352.0,52352.0,0.6949,0.845,0.4358,1,1125.0,14070.0,2979.0,13891.0,4761.0,84200,13.0,77050.0,87533.0,0.27,11095.0,,44821.5,72621.06,0.4299,19278.0,32783.0,0.8576
392,Pepperdine University,Malibu,CA,3,21.0,0.5271,710.0,730.0,3706.0,59702.0,59702.0,0.8295,0.9338,0.7248,1,1250.0,16700.0,2500.0,16700.0,2500.0,77600,13.0,71236.0,94515.0,0.28,12961.0,,69305,79068.51,0.3541,10791.0,28457.0,0.8903
393,Pitzer College,Claremont,CA,3,21.0,0.1831,651.0,645.0,1168.0,57978.0,57978.0,0.8839,0.9315,0.8052,1,1100.0,19180.0,1300.0,14572.0,1300.0,51500,12.0,62287.0,66244.0,0.3,11766.0,,71480.5,75882.08,0.244,26664.0,42755.0,0.8664
394,Platt College-San Diego,San Diego,CA,3,11.0,,651.0,645.0,64.0,16378.0,16378.0,0.8182,,,1,1125.0,15625.33,2962.0,17253.0,4761.0,44800,12.0,33330.0,49879.0,,5029.0,,22325,65513.48,0.3958,6162.0,20112.0,
395,Point Loma Nazarene University,San Diego,CA,3,11.0,0.8366,680.0,670.0,3170.0,39500.0,39500.0,0.7274,0.8412,0.6538,1,1126.0,11300.0,2980.0,17254.0,4762.0,54400,15.0,61193.0,67918.0,0.28,10559.0,,59409,71269.62,0.5003,8557.0,21300.0,0.8429
396,Pomona College,Claremont,CA,3,21.0,0.0664,770.0,800.0,1747.0,56686.0,56686.0,0.9298,0.9573,0.8647,1,1000.0,18524.0,1500.0,15687.0,1500.0,77300,7.0,70106.0,76282.0,0.4,13749.0,,42689,76544.99,0.0383,40275.0,21561.0,0.9066
402,University of Redlands,Redlands,CA,3,13.0,0.8297,650.0,630.0,2596.0,54066.0,54066.0,0.6941,0.8075,0.5851,1,1125.0,15562.0,2979.0,15562.0,2979.0,57700,11.0,63432.0,76157.0,0.19,10501.0,,57353,68599.2,0.569,10203.0,16487.0,0.7744
411,Samuel Merritt University,Oakland,CA,3,11.0,,651.0,645.0,677.0,,,,,,1,,14181.5,2723.5,13340.67,3579.67,111200,7.0,126750.0,146352.0,0.39,11127.0,,30597,83323.75,0.572,22037.0,34383.0,
415,San Diego State University,San Diego,CA,3,11.0,0.379,651.0,645.0,30991.0,8136.0,20016.0,0.7615,0.9008,0.4819,1,1091.0,19330.0,2927.0,15375.0,3654.0,55900,26.0,57220.0,68060.0,0.21,10936.0,,32530,68953.33,0.1966,7190.0,6662.0,0.8945
416,University of San Diego,San Diego,CA,3,11.0,0.527,651.0,645.0,5601.0,52864.0,52864.0,0.8002,0.9194,0.6667,1,1104.0,16246.0,2979.0,17253.0,4761.0,71100,13.0,74237.0,85389.0,0.29,12520.0,,70085,79883.39,0.327,16595.0,29522.0,0.8781
417,San Francisco Art Institute,San Francisco,CA,3,11.0,,651.0,645.0,26.0,,,0.3176,,0.2941,1,,16982.17,3909.83,16905.2,4748.6,38600,4.0,32585.0,35131.0,0.15,9284.0,,37402.5,72969.6,0.1923,49782.0,42361.0,0.0
418,San Francisco Conservatory of Music,San Francisco,CA,3,11.0,0.4645,651.0,645.0,228.0,50800.0,50800.0,0.7059,0.9107,0.6176,1,975.0,19700.0,5200.0,17200.0,6100.0,30800,3.0,,32279.0,0.2,14965.0,,49656,74879.37,0.2757,30654.0,22541.0,0.8532
419,San Francisco State University,San Francisco,CA,3,11.0,0.9292,651.0,645.0,22563.0,7304.0,19184.0,0.5371,0.8452,0.2406,1,1076.0,15950.0,3133.0,18270.0,4025.0,54700,20.0,62581.0,68075.0,0.2,10761.0,,27895.5,77495.51,0.2295,8087.0,5167.0,0.8324
420,University of San Francisco,San Francisco,CA,3,11.0,0.7092,690.0,700.0,5937.0,53472.0,53472.0,0.7561,0.8633,0.6762,1,1130.0,16140.0,4490.0,16140.0,4490.0,74000,13.0,80802.0,90185.0,0.27,13123.0,,57928,82472.56,0.4443,16235.0,29262.0,0.8107
425,William Jessup University,Rocklin,CA,3,41.0,0.7778,651.0,645.0,1195.0,37000.0,37000.0,0.6,0.6159,0.4897,1,1125.0,12368.0,2979.0,17253.0,4761.0,45100,13.0,46625.0,61541.0,0.19,7439.0,,47787.5,76498.11,0.6568,5996.0,14061.0,0.6554
427,San Jose State University,San Jose,CA,3,11.0,0.8437,651.0,645.0,28190.0,7852.0,19732.0,0.6879,0.8851,0.252,1,1087.0,17360.0,3133.0,18521.0,3975.0,63800,24.0,66951.0,80672.0,0.26,10570.0,,29408,88589.14,0.1911,7427.0,6987.0,0.8725
431,Santa Clara University,Santa Clara,CA,3,12.0,0.5398,720.0,770.0,5887.0,55860.0,55860.0,0.9087,0.9435,0.85,1,1125.0,16533.0,2979.0,17253.0,4761.0,85300,11.0,92649.0,105728.0,0.44,13444.0,,97113.5,93581.09,0.2281,18293.0,34256.0,0.9338
435,Scripps College,Claremont,CA,3,21.0,0.2954,760.0,760.0,1091.0,58442.0,58442.0,0.8231,0.9655,0.7653,1,800.0,18998.0,2000.0,16055.0,1643.33,61800,10.0,70055.0,,0.4,11552.0,,78713,79153.99,0.188,24452.0,36372.0,0.8704
437,Shasta Bible College and Graduate School,Redding,CA,3,13.0,1.0,651.0,645.0,29.0,12860.0,12860.0,0.0,0.0,0.0,1,900.0,4350.0,6700.0,11200.0,7900.0,PrivacySuppressed,3.0,,,,3600.0,,12253.5,54363.26,0.1935,2963.0,5717.0,0.4
442,Simpson University,Redding,CA,3,13.0,0.6695,651.0,645.0,805.0,35900.0,35900.0,0.4478,0.5714,0.3333,1,1125.0,11900.0,2637.0,17253.0,3843.0,39900,13.0,45398.0,51522.0,0.17,6659.0,,34919.5,55586.54,0.6164,11618.0,17658.0,0.6398
447,Saint Mary's College of California,Moraga,CA,3,21.0,0.7008,651.0,645.0,2190.0,51768.0,51768.0,0.7308,0.8825,0.6138,1,1100.0,16300.0,2100.0,15698.0,2550.0,63600,9.0,68890.0,76558.0,0.26,10671.0,,72847,84232.87,0.6495,13122.0,23311.0,0.8445
449,Sonoma State University,Rohnert Park,CA,3,21.0,0.9373,651.0,645.0,6560.0,7988.0,19868.0,0.5991,0.8312,0.411,1,1022.0,14510.0,3178.0,17252.0,3216.0,53200,20.0,59870.0,67899.0,0.24,10494.0,,40508,75511.05,0.2571,8595.0,5677.0,0.8081
452,Vanguard University of Southern California,Costa Mesa,CA,3,12.0,0.6901,610.0,590.0,1972.0,37700.0,37700.0,0.6146,0.7514,0.5553,1,1120.0,9980.0,2970.0,17250.0,4730.0,48800,17.0,48765.0,61742.0,0.18,8658.0,,42880,75891.29,0.8829,7817.0,18264.0,0.749
457,Southern California Institute of Architecture,Los Angeles,CA,3,11.0,0.6486,660.0,750.0,252.0,49016.0,49016.0,0.7419,0.9259,0.0,1,3150.0,14865.12,3519.62,13440.0,11000.0,44200,15.0,77478.0,78230.0,,12303.0,,27841,66525.34,0.498,16482.0,33021.0,0.9286
458,University of Southern California,Los Angeles,CA,3,11.0,0.1251,750.0,790.0,20619.0,61503.0,61503.0,0.9201,0.9633,0.788,1,1200.0,16732.0,2224.0,16732.0,2224.0,88800,9.0,86675.0,95690.0,0.32,15683.0,,45149,76787.41,0.2302,58475.0,37787.0,0.9391
462,Thomas Aquinas College,Santa Paula,CA,3,42.0,0.8314,720.0,650.0,497.0,26000.0,26000.0,0.859,0.8852,0.7692,1,0.0,9400.0,3028.0,17252.0,4810.0,45900,11.0,34820.0,57190.0,0.3,5863.0,,97358.5,67656.24,0.71,14117.0,15549.0,0.9079
479,Westmont College,Santa Barbara,CA,3,22.0,0.7897,720.0,740.0,1238.0,48660.0,48660.0,0.7345,0.8502,0.6873,1,1600.0,15370.0,1400.0,8550.0,2300.0,58000,10.0,57065.0,77359.0,0.29,9633.0,,87651,78788.61,0.5155,16996.0,19874.0,0.7907
480,Whittier College,Whittier,CA,3,21.0,0.8249,680.0,660.0,1321.0,49514.0,49514.0,0.636,0.8201,0.5955,1,1000.0,14972.0,1000.0,9000.0,1500.0,50900,11.0,58049.0,69035.0,0.19,8653.0,,64984,73825.46,0.6695,13575.0,21740.0,0.7582
481,Woodbury University,Burbank,CA,3,11.0,0.6304,651.0,645.0,937.0,43418.0,43418.0,0.5913,0.7464,0.3217,1,1125.0,13896.0,2979.0,17253.0,4761.0,52100,8.0,55889.0,64838.0,0.09,7699.0,,32542.5,60713.37,0.6069,17485.0,30307.0,0.7324
484,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,3,11.0,0.686,651.0,645.0,142.0,15700.0,15700.0,0.25,0.8824,0.2333,1,0.0,8100.0,3800.0,12510.0,3800.0,PrivacySuppressed,18.0,,33777.0,,5696.0,,40088,66838.2,0.0,21715.0,16173.0,0.8773
487,Adams State University,Alamosa,CO,3,33.0,0.9983,570.0,570.0,1484.0,9680.0,17933.0,0.287,0.5924,0.2198,1,1800.0,9167.0,3150.0,11844.0,3150.0,38100,11.0,34744.0,43238.0,0.1,6465.0,,31933,50726.71,0.4932,8530.0,6779.0,0.5926
491,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,3,11.0,0.7205,630.0,620.0,11042.0,9384.0,26376.0,0.4804,0.748,0.2449,1,1460.0,13790.0,6300.0,11844.0,6300.0,71200,17.0,56823.0,65337.0,0.15,10909.0,,33313,74050.41,0.2506,31574.0,14119.0,0.7375
492,University of Colorado Colorado Springs,Colorado Springs,CO,3,11.0,0.9527,651.0,645.0,9634.0,8766.0,21222.0,0.4414,0.6664,0.2312,1,1800.0,10920.0,4660.0,11080.0,4660.0,49300,16.0,46372.0,60355.0,0.17,8428.0,,42591,70639.18,0.3481,9798.0,9307.0,0.6904
494,University of Colorado Boulder,Boulder,CO,3,12.0,0.7958,690.0,700.0,30414.0,12496.0,38314.0,0.7404,0.8738,0.5306,1,1200.0,15676.0,2979.0,13050.0,2979.0,59700,18.0,60294.0,71679.0,0.27,12044.0,,70221,81327.65,0.2472,18097.0,20776.0,0.8611
495,Colorado Christian University,Lakewood,CO,3,12.0,,651.0,645.0,4995.0,35436.0,35436.0,0.5824,0.8229,0.4714,1,1000.0,11194.0,500.0,8910.0,500.0,44600,15.0,44483.0,59969.0,0.11,6612.0,,29376,70816.99,0.4466,3519.0,11648.0,0.8233
496,Colorado College,Colorado Springs,CO,3,11.0,0.1425,651.0,645.0,2235.0,62070.0,62070.0,0.8574,0.961,0.823,1,1240.0,13668.0,2584.0,13668.0,2584.0,49900,9.0,57189.0,71323.0,0.3,11189.0,,74864,73737.62,0.2365,26985.0,34550.0,0.9115
500,Colorado School of Mines,Golden,CO,3,21.0,0.5688,720.0,750.0,5440.0,19538.0,40838.0,0.8325,0.9093,0.665,1,1500.0,15286.0,1879.0,10142.0,3065.0,95600,16.0,89268.0,98282.0,0.39,12648.0,,95766,74353.28,0.381,16440.0,21181.0,0.9142
502,Colorado State University-Fort Collins,Fort Collins,CO,3,12.0,0.8964,650.0,640.0,24344.0,12331.0,31613.0,0.6912,0.8563,0.4671,1,1200.0,13016.0,1799.0,11844.0,1799.0,53400,17.0,50739.0,66888.0,0.22,10534.0,,63463.5,73818.06,0.3386,14690.0,15851.0,0.8528
503,Colorado Technical University-Colorado Springs,Colorado Springs,CO,3,11.0,,651.0,645.0,21009.0,12581.0,12581.0,0.2257,0.4393,0.1609,1,1385.0,12373.17,3136.93,7864.0,1319.0,51300,30.0,31585.0,49726.0,0.03,7323.0,,14687.5,58865.35,0.7164,1343.0,12638.0,0.4597
509,University of Denver,Denver,CO,3,11.0,0.6363,700.0,690.0,5771.0,54819.0,54819.0,0.7569,0.8405,0.6742,1,1000.0,14674.0,3021.0,14674.0,3021.0,65400,10.0,64427.0,77548.0,0.25,11193.0,,80202,78120.26,0.3353,16310.0,30315.0,0.841
511,Fort Lewis College,Durango,CO,3,32.0,0.9275,620.0,580.0,3260.0,9004.0,19660.0,0.4406,0.5427,0.2958,1,1240.0,12012.0,3714.0,10528.0,3714.0,39400,14.0,39216.0,43974.0,0.15,7218.0,,41306.5,61685.3,0.3117,9153.0,3815.0,0.6096
516,Colorado Mesa University,Grand Junction,CO,3,13.0,0.8024,610.0,590.0,7904.0,9000.0,22322.0,0.3809,0.7207,0.2758,1,1560.0,11265.0,3110.0,8478.0,3110.0,42300,18.0,38798.0,51236.0,0.13,7164.0,,44794,56304.4,0.3896,9082.0,8250.0,0.7357
517,Metropolitan State University of Denver,Denver,CO,3,11.0,0.8882,580.0,560.0,15625.0,10021.0,27502.0,0.2976,0.6283,0.1085,1,1460.0,13808.67,4156.33,13160.0,6080.0,44200,19.0,46379.0,54769.0,0.11,7336.0,,32101,71857.86,0.3385,6190.0,7321.0,0.6183
519,Naropa University,Boulder,CO,3,12.0,1.0,651.0,645.0,317.0,34800.0,34800.0,0.3421,0.5385,0.1316,1,1256.0,10516.0,4626.0,13176.0,4626.0,27800,9.0,24907.0,,0.1,6394.0,,21389,68743.09,0.525,10655.0,22475.0,0.5472
520,Nazarene Bible College,Colorado Springs,CO,3,11.0,,651.0,645.0,347.0,10320.0,10320.0,0.0,,0.0,1,990.0,12373.17,3136.93,9450.0,3375.0,34400,5.0,31113.0,49773.0,,4725.0,,30766.5,57714.73,0.222,5816.0,9350.0,
522,University of Northern Colorado,Greeley,CO,3,12.0,0.9113,620.0,590.0,6683.0,10666.0,23785.0,0.519,0.6913,0.3553,1,1200.0,12152.0,3290.0,11844.0,3598.0,47100,14.0,46310.0,53562.0,0.16,7865.0,,51738,72445.43,0.399,8948.0,9464.0,0.6972
527,Regis University,Denver,CO,3,11.0,0.8137,640.0,630.0,2616.0,39610.0,39610.0,0.6202,0.7921,0.53,1,1460.0,12962.0,3148.0,11844.0,3148.0,62700,10.0,63287.0,76479.0,0.15,7471.0,,42833,74280.35,0.4395,8320.0,17297.0,0.7609
528,Rocky Mountain College of Art and Design,Lakewood,CO,3,12.0,,651.0,645.0,1832.0,21615.0,21615.0,0.4342,0.6,0.3158,1,1460.0,11194.0,500.0,10528.0,2800.0,36700,10.0,36376.0,42974.0,0.07,4556.0,,28600,71949.72,0.6131,4330.0,17202.0,0.5871
530,Colorado State University Pueblo,Pueblo,CO,3,12.0,0.9917,570.0,560.0,3092.0,9005.0,15659.0,0.3856,0.625,0.2078,1,1854.0,11170.0,5516.0,11783.0,5516.0,41600,15.0,44520.0,53002.0,0.1,6918.0,,38397,54713.6,0.5808,5348.0,4860.0,0.6556
535,United States Air Force Academy,USAF Academy,CO,3,31.0,0.1243,730.0,760.0,4181.0,,,0.8609,0.9253,0.8478,1,,12373.17,3136.93,11578.18,3576.93,,8.0,,,,10484.0,,,,,30931.0,0.0,0.9294
537,Western Colorado University,Gunnison,CO,3,33.0,0.9087,630.0,600.0,1722.0,10662.0,22446.0,0.4763,0.7361,0.2931,1,1300.0,9990.0,3150.0,11844.0,3150.0,43400,18.0,43410.0,49899.0,0.15,6952.0,,61406.5,68547.81,0.3001,11050.0,9399.0,0.703
810,Chaminade University of Honolulu,Honolulu,HI,3,11.0,0.9008,651.0,645.0,1536.0,27454.0,27454.0,0.6574,0.6983,0.4815,1,1600.0,15050.0,2578.0,14100.0,2578.0,41000,10.0,44936.0,44501.0,0.11,8515.0,,27931.5,72476.63,0.3568,10767.0,17719.0,0.7574
811,University of Hawaii at Hilo,Hilo,HI,3,33.0,0.9217,630.0,580.0,2630.0,7838.0,20798.0,0.427,0.7127,0.273,1,1350.0,8248.0,3966.0,12786.0,11338.0,41800,13.0,43384.0,50712.0,0.14,10873.0,,27504,59308.27,0.3253,16118.0,7133.0,0.7125
812,University of Hawaii at Manoa,Honolulu,HI,3,11.0,0.6998,660.0,630.0,13839.0,12186.0,34218.0,0.5891,0.7971,0.3666,1,1350.0,13642.0,2742.0,13642.0,2742.0,51800,14.0,51684.0,61333.0,0.19,12905.0,,40609,71646.27,0.2907,22581.0,11441.0,0.7987
814,Hawaii Pacific University,Honolulu,HI,3,11.0,0.8532,628.0,610.0,2726.0,30020.0,30020.0,0.4249,0.6401,0.3106,1,1300.0,16764.0,2300.0,16764.0,2300.0,56400,18.0,54156.0,61641.0,0.13,8534.0,,42913,72804.49,0.2558,5889.0,17716.0,0.6475
820,University of Hawaii-West Oahu,Kapolei,HI,3,21.0,0.9462,650.0,570.0,2651.0,7584.0,20544.0,0.3682,0.6193,0.1339,1,1350.0,11739.67,3773.5,16104.0,4936.0,41100,18.0,51531.0,56891.0,0.15,10225.0,,28758,74812.42,0.2383,11799.0,5404.0,0.6812
823,Boise Bible College,Boise,ID,3,21.0,0.7941,610.0,590.0,88.0,13100.0,13100.0,0.5,0.4,0.4583,1,720.0,7000.0,4980.0,18900.0,9300.0,32700,10.0,30972.0,42567.0,0.1,5178.0,,45930,55318.91,0.3564,9123.0,13029.0,0.5
824,Boise State University,Boise,ID,3,12.0,0.8313,651.0,645.0,17075.0,8060.0,24980.0,0.5362,0.76,0.3067,1,1240.0,13459.0,4336.0,10423.0,4714.0,43100,20.0,41686.0,54019.0,0.15,8627.0,,42915,58298.66,0.305,7859.0,9383.0,0.7694
826,Idaho State University,Pocatello,ID,3,13.0,,651.0,645.0,6842.0,7872.0,25326.0,0.3909,0.6515,0.1959,1,1000.0,7340.0,5930.0,8370.0,5930.0,43900,13.0,36449.0,56371.0,0.12,7968.0,,35747.5,52463.75,0.3126,12445.0,8519.0,0.64
827,University of Idaho,Moscow,ID,3,32.0,0.8138,620.0,600.0,6861.0,8340.0,27576.0,0.5925,0.7457,0.383,1,1232.0,9610.0,3072.0,9610.0,3072.0,47000,16.0,45537.0,58028.0,0.16,9870.0,,45018,54125.14,0.3624,11230.0,10423.0,0.7568
828,The College of Idaho,Caldwell,ID,3,22.0,0.5629,638.0,608.0,1118.0,33755.0,33755.0,0.5606,0.7871,0.4899,1,1200.0,11158.0,2200.0,7500.0,2200.0,47300,12.0,46016.0,52111.0,0.17,7147.0,,63773,57741.96,0.4745,7891.0,8361.0,0.8193
829,Lewis-Clark State College,Lewiston,ID,3,13.0,1.0,651.0,645.0,2441.0,6982.0,20238.0,0.3718,0.6258,0.2107,1,1400.0,7860.0,2800.0,7860.0,2800.0,38200,15.0,40814.0,49982.0,0.13,6789.0,,31207,49266.88,0.3166,8367.0,5012.0,0.6187
833,Northwest Nazarene University,Nampa,ID,3,22.0,0.8815,630.0,600.0,1172.0,34390.0,34390.0,0.6255,0.7411,0.438,1,1264.0,9600.0,2582.0,9468.0,3608.0,46300,14.0,41083.0,51409.0,0.17,6600.0,,51227,59470.41,0.582,5741.0,10115.0,0.7643
835,Brigham Young University-Idaho,Rexburg,ID,3,32.0,0.9657,610.0,590.0,43532.0,4416.0,4416.0,0.496,0.6714,0.152,1,400.0,4452.0,3612.0,4452.0,3612.0,49400,20.0,26546.0,74714.0,0.22,9252.0,,42100,58959.59,0.1431,4517.0,2600.0,0.7059
1104,Ashford University,San Diego,CA,3,11.0,,651.0,645.0,31534.0,14278.0,14278.0,0.0946,0.3068,0.0083,1,1235.0,15625.33,2962.0,8724.0,6428.0,47600,21.0,33542.0,50490.0,0.04,7458.0,,17066,62011.29,0.3885,1458.0,11399.0,0.2961
1812,Carroll College,Helena,MT,3,33.0,0.8392,640.0,640.0,1084.0,38106.0,38106.0,0.6744,0.803,0.5271,1,800.0,10416.0,3168.0,10416.0,2576.0,49200,11.0,52162.0,67788.0,0.23,6170.0,,82088.5,55326.09,0.4891,9218.0,15411.0,0.8207
1815,Montana State University Billings,Billings,MT,3,12.0,,651.0,645.0,2818.0,6022.0,19352.0,0.2813,0.5657,0.1355,1,1540.0,7956.0,4740.0,7956.0,4740.0,38700,15.0,36082.0,52391.0,0.13,6706.0,,34882.5,48720.57,0.3515,6914.0,5650.0,0.5759
1820,University of Providence,Great Falls,MT,3,13.0,1.0,630.0,650.0,660.0,26812.0,26812.0,0.3865,0.5769,0.2025,1,1000.0,9746.0,4000.0,8000.0,6000.0,38600,8.0,40913.0,46014.0,0.1,6381.0,,44229,48623.58,0.3916,7790.0,12771.0,0.5932
1824,Montana Technological University,Butte,MT,3,33.0,0.8984,660.0,630.0,1467.0,7400.0,22570.0,0.5734,0.7556,0.3566,1,1320.0,10658.0,4382.0,10658.0,4382.0,52100,13.0,39538.0,60666.0,0.16,8151.0,,38398,44236.75,0.3913,9012.0,6516.0,0.7786
1825,Montana State University,Bozeman,MT,3,33.0,0.73,650.0,650.0,14329.0,7528.0,28264.0,0.5452,0.7552,0.3105,1,1450.0,10400.0,3908.0,10400.0,3908.0,48900,18.0,45110.0,58763.0,0.2,8598.0,,56045,53207.14,0.3393,8484.0,11707.0,0.7687
1826,The University of Montana,Missoula,MT,3,13.0,0.8214,660.0,620.0,7026.0,7432.0,28416.0,0.4772,0.7543,0.3259,1,1100.0,11054.0,3450.0,11054.0,4150.0,43300,15.0,40221.0,48175.0,0.12,8380.0,,36050,50573.68,0.4407,10682.0,9731.0,0.7484
1827,Montana State University-Northern,Havre,MT,3,33.0,,651.0,645.0,838.0,5955.0,18665.0,0.3134,0.6951,0.2375,1,1400.0,6470.0,3200.0,7700.0,3200.0,40400,14.0,36369.0,52396.0,0.13,6108.0,,35266,43741.63,0.3785,9960.0,7921.0,0.6971
1828,Rocky Mountain College,Billings,MT,3,12.0,0.8066,600.0,580.0,807.0,31335.0,31335.0,0.523,0.6026,0.4059,1,1300.0,8855.0,3270.0,8854.0,3270.0,47100,12.0,41735.0,61089.0,0.17,6690.0,,62012,51454.11,0.6329,10510.0,17586.0,0.6242
1830,The University of Montana-Western,Dillon,MT,3,33.0,0.3333,651.0,645.0,1283.0,5726.0,17190.0,0.4178,0.7285,0.24,1,924.0,8280.0,3600.0,11206.0,3600.0,36700,14.0,33563.0,49486.0,0.11,7052.0,,42280,47125.83,0.4873,7639.0,5083.0,0.7295
1868,University of Nevada-Las Vegas,Las Vegas,NV,3,12.0,0.8348,651.0,645.0,24835.0,8737.0,24828.0,0.4715,0.774,0.1938,1,1240.0,11512.0,4926.0,11430.0,6596.0,49600,18.0,49969.0,59220.0,0.14,10839.0,,34261,70070.97,0.2714,12269.0,7479.0,0.786
1869,University of Nevada-Reno,Reno,NV,3,11.0,0.8816,640.0,630.0,16274.0,8588.0,24680.0,0.6268,0.7848,0.3979,1,1200.0,12216.0,4792.0,12216.0,4792.0,56300,17.0,54508.0,67144.0,0.19,10322.0,,48103,68050.29,0.2884,12091.0,8227.0,0.7949
1871,Sierra Nevada University,Incline Village,NV,3,32.0,0.6667,600.0,600.0,276.0,35508.0,35508.0,0.3409,0.7805,0.2841,1,1900.0,13825.0,2000.0,13825.0,2000.0,46600,9.0,42544.0,49191.0,0.15,4818.0,,40760.5,71252.07,0.4562,9482.0,12461.0,0.6804
1986,Eastern New Mexico University-Main Campus,Portales,NM,3,33.0,0.325,570.0,530.0,2861.0,6648.0,8688.0,0.3993,0.5939,0.2142,1,950.0,7814.0,4498.0,7498.0,4498.0,34800,16.0,31346.0,44369.0,0.1,7244.0,,28573,42974.58,0.2271,6333.0,5217.0,0.6035
1988,Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,3,41.0,1.0,651.0,645.0,294.0,5321.0,5321.0,0.2414,0.6111,0.0417,1,2400.0,11262.0,4400.0,13648.0,5600.0,18000,9.0,33853.0,20426.0,,7360.0,,11357.5,45124.59,0.0,16997.0,4266.0,0.48
1989,New Mexico Highlands University,Las Vegas,NM,3,33.0,,651.0,645.0,1451.0,6876.0,11532.0,0.2651,0.5241,0.1779,1,1144.0,8908.0,3968.0,10352.0,3968.0,37800,11.0,40503.0,41989.0,0.07,6302.0,,24029,44721.61,0.54,10714.0,7064.0,0.5909
